wht_profile_tin_active,wht_profile_years_on_register,wht_profile_is_profile_complete,wht_profile_director_tin_coverage_ratio,wht_profile_has_all_director_tins,wht_vat_is_vat_registered,wht_vat_efris_usage_ratio,wht_vat_efris_fully_compliant,wht_wht_is_wht_registered,wht_wht_is_designated_agent,wht_wht_filing_compliance_ratio,wht_wht_avg_payment_delay_days,wht_wht_supplier_tin_coverage_ratio,wht_wht_missing_supplier_tins_count,wht_profile_overall_filing_compliance_ratio,wht_profile_late_returns_last_12m,wht_profile_max_days_late_return,wht_pay_tax_payment_compliance_ratio_12m,wht_pay_domestic_tax_paid_12m,wht_pay_is_small_taxpayer,wht_pay_meets_minimum_payment_threshold,wht_penalty_underestimation_flag_5y,wht_penalty_underestimation_count_5y,wht_penalty_underestimation_amount_5y,wht_enforce_has_outstanding_liability,wht_enforce_on_installment_plan_flag,wht_enforce_enforcement_actions_count_5y,wht_enforce_recent_enforcement_flag,wht_investig_investigation_flag,wht_investig_investigation_count,wht_investig_last_investigation_recency_days,wht_profit_years_of_consecutive_loss,wht_profit_loss_to_turnover_ratio,wht_composite_overall_compliance_score,wht_composite_enforcement_risk_score,wht_composite_transparency_score,wht_composite_stability_score,wht_rule_any_fatal_legal_failure,label_safe_to_exempt
True,12,True,0.912,False,False,0.0,False,True,True,0.937,3.9,0.873,2,0.959,1,1,0.757,9562603.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.232,83.7,0.0,86.7,82.3,False,1
True,2,True,0.74,True,True,0.833,False,False,False,0.631,17.3,0.65,7,0.965,0,0,0.852,176405153.0,False,True,False,0,0.0,False,False,1,True,False,0,0,2,0.221,88.5,28.0,61.9,51.5,False,0
True,9,True,0.935,False,False,0.078,False,False,False,0.49,14.9,0.885,1,0.954,0,0,0.724,45774609.0,False,True,False,0,0.0,True,True,0,False,False,0,0,3,0.086,82.6,15.0,79.3,76.6,False,1
True,14,True,0.913,False,False,0.067,False,True,False,0.894,7.6,0.791,3,0.942,0,0,0.88,151416426.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.1,0.0,84.8,96.8,False,0
True,17,True,0.895,False,True,0.837,False,True,True,0.808,22.0,0.913,5,0.756,1,5,0.82,19730025.0,True,False,True,1,1671911.0,False,False,0,False,False,0,0,2,0.033,72.3,25.0,86.5,84.5,False,0
True,9,True,0.961,False,True,0.836,False,True,True,0.953,3.8,0.669,6,0.646,3,24,0.776,113417573.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.048,62.3,0.0,76.7,83.1,False,1
True,11,True,0.804,False,True,0.85,False,True,False,0.904,11.8,0.936,1,1.0,0,0,0.922,29064711.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.109,94.5,0.0,84.6,83.3,False,1
True,8,True,0.92,False,True,0.942,False,False,False,0.392,22.6,0.924,2,0.85,2,41,0.768,63046625.0,False,True,False,0,0.0,False,False,1,True,False,0,0,1,0.087,72.6,28.0,88.4,81.2,False,1
True,16,True,0.951,False,True,0.838,False,True,False,0.806,12.0,0.927,2,0.903,0,0,0.933,29816100.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.258,89.7,0.0,84.8,83.6,False,1
True,18,True,0.892,False,True,0.887,False,True,False,0.731,11.4,0.839,3,0.877,0,0,0.977,40035854.0,True,False,False,0,0.0,False,False,1,True,False,0,0,1,0.285,90.3,28.0,84.0,83.4,False,0
True,17,True,0.748,False,True,0.664,False,True,True,0.782,6.5,0.745,6,0.646,2,9,0.971,19655500.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.201,73.1,28.0,76.2,76.3,False,1
True,11,False,0.956,False,True,0.993,True,False,False,0.399,26.1,0.611,3,0.677,1,22,0.574,55303325.0,False,True,False,0,0.0,False,False,3,False,False,0,0,1,0.57,56.2,44.0,56.2,76.9,True,0
True,1,True,0.889,False,False,0.036,False,False,False,0.469,31.1,0.898,2,0.95,0,0,0.834,106895598.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,84.6,0.0,81.1,60.2,False,0
True,0,True,0.883,False,True,0.86,False,True,False,1.0,4.3,0.701,3,0.912,0,0,0.71,58422263.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,81.4,0.0,82.4,55.2,False,1
True,16,True,0.922,False,True,0.864,False,False,False,0.514,18.3,0.891,2,0.942,0,0,0.714,14416588.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.242,80.9,0.0,87.9,78.8,False,0
True,14,True,0.797,False,False,0.02,False,True,True,0.804,8.6,0.871,1,0.935,0,0,0.711,45231027.0,False,True,False,0,0.0,False,False,1,True,False,0,0,0,0.0,82.0,28.0,81.8,94.8,False,0
True,3,True,0.825,False,False,0.0,False,False,False,0.713,17.3,0.656,5,0.935,1,8,0.874,20324001.0,True,False,False,0,0.0,True,True,0,False,False,0,0,1,0.33,85.4,15.0,77.1,53.2,False,1
True,11,True,0.883,False,False,0.0,False,True,False,0.884,7.7,0.679,6,0.814,1,12,0.711,64067272.0,False,True,False,0,0.0,True,False,1,True,False,0,0,0,0.0,73.0,53.0,68.2,95.4,False,0
True,14,True,0.937,False,False,0.004,False,True,False,0.925,5.3,0.904,1,0.922,0,0,0.898,27723522.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.2,0.0,87.0,93.9,False,1
True,5,True,0.93,False,True,0.657,False,False,False,0.635,15.2,0.663,11,0.7,2,5,0.755,19982119.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,64.9,0.0,78.3,73.4,False,0
True,0,True,0.984,False,False,0.0,False,True,True,0.874,6.3,0.704,1,0.723,2,31,0.794,130195826.0,False,True,False,0,0.0,False,False,1,False,False,0,0,1,0.297,69.5,28.0,75.8,45.1,False,1
True,19,False,0.77,False,True,0.813,False,True,False,0.682,8.8,0.793,2,0.621,3,7,0.773,7194700.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.073,59.9,28.0,57.5,77.8,True,0
True,4,True,0.932,True,False,0.0,False,False,False,0.458,16.6,0.643,4,0.68,1,30,0.785,5283265.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.159,67.5,0.0,74.0,59.2,False,1
True,10,False,0.531,False,False,0.128,False,True,False,0.754,13.0,0.68,7,0.827,0,0,0.602,4866479.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,70.4,0.0,44.2,91.0,True,0
True,18,True,0.882,False,False,0.0,False,False,False,0.647,13.1,0.783,4,0.943,0,0,0.843,160184163.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.037,87.6,0.0,77.9,92.0,False,0
True,9,False,0.679,False,False,0.0,False,True,True,0.815,8.6,0.886,1,0.75,1,32,0.606,39803351.0,True,False,False,0,0.0,True,True,0,False,False,0,0,2,0.189,64.5,15.0,52.4,77.8,True,0
True,12,True,0.828,False,True,0.844,False,False,False,0.312,28.4,0.931,0,0.805,1,10,0.96,52605975.0,True,True,False,0,0.0,False,False,0,False,False,0,0,1,0.225,80.2,0.0,90.5,85.4,False,1
True,11,True,0.982,False,False,0.043,False,True,False,0.863,8.9,0.87,1,0.773,0,0,0.823,31145889.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.06,78.0,0.0,87.7,84.6,False,1
True,19,True,0.92,False,False,0.0,False,True,False,0.822,4.6,0.94,0,0.97,0,0,0.796,26457690.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,88.4,0.0,88.6,93.9,False,1
True,0,True,0.971,False,False,0.0,False,False,False,0.611,20.3,0.972,0,1.0,0,0,0.899,86913361.0,False,True,False,0,0.0,True,True,0,False,False,0,0,3,0.392,92.1,15.0,92.2,34.1,False,0
True,17,True,0.922,False,False,0.047,False,False,False,0.68,8.2,0.887,3,0.987,0,0,0.625,28037545.0,False,True,True,1,14496010.0,False,False,1,False,False,0,0,3,0.25,81.0,53.0,83.4,75.7,False,0
True,6,True,0.825,True,False,0.0,False,False,False,0.651,10.7,0.905,2,0.923,0,0,0.918,96006404.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.209,90.3,0.0,83.3,66.8,False,1
True,14,True,0.732,True,False,0.046,False,True,False,0.468,17.8,0.789,4,0.844,2,15,0.798,58454665.0,True,True,False,0,0.0,False,False,1,False,False,0,0,0,0.0,74.4,28.0,73.4,95.2,False,1
True,5,True,0.906,True,True,0.997,True,True,False,0.923,17.4,0.805,3,0.724,3,37,0.948,295675508.0,False,True,False,0,0.0,False,False,1,False,False,0,0,2,0.106,72.1,28.0,81.1,67.3,False,1
True,7,True,0.783,False,True,0.767,False,True,True,0.856,7.5,0.824,2,0.528,3,24,0.906,41833340.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.206,61.1,0.0,79.4,65.5,False,1
True,16,True,0.936,False,False,0.04,False,False,False,0.653,12.5,0.701,5,0.903,1,44,0.967,17708238.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.523,88.6,0.0,78.2,68.1,False,1
True,6,True,0.921,True,True,0.91,False,True,True,0.688,14.1,0.915,0,0.989,0,0,0.848,13271592.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.2,0.0,89.9,76.7,False,1
True,18,True,0.943,False,True,0.96,True,False,False,0.527,14.4,0.786,2,0.71,3,27,0.81,175803210.0,False,True,False,0,0.0,True,False,0,False,False,0,0,1,0.197,65.6,25.0,90.9,88.1,False,0
True,11,True,0.802,True,False,0.063,False,True,False,1.0,3.3,0.78,2,0.911,2,21,0.649,7415017.0,True,False,False,0,0.0,False,False,1,False,False,0,0,1,0.316,73.8,28.0,65.9,79.8,False,0
True,16,True,0.664,False,True,0.981,True,True,False,0.875,13.9,0.945,1,1.0,0,0,0.838,13100051.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.055,90.4,0.0,75.5,79.3,False,0
True,8,True,0.975,False,True,0.991,True,True,False,0.868,6.8,0.903,1,1.0,0,0,0.961,38526050.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.357,97.1,0.0,90.7,69.6,False,1
True,18,True,0.695,False,True,0.843,False,True,False,0.862,3.0,0.793,1,0.956,1,21,0.855,26864161.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.145,88.1,0.0,80.8,86.3,False,1
True,6,True,0.953,False,False,0.0,False,True,True,1.0,3.5,0.956,0,0.928,0,0,0.837,15071590.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.242,88.1,0.0,87.9,62.9,False,1
True,8,True,0.89,False,True,0.889,False,False,False,0.666,8.9,0.881,3,0.858,3,1,0.894,28736500.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.067,78.4,0.0,85.8,80.3,False,0
True,9,True,0.705,False,False,0.0,False,False,False,0.639,17.8,0.784,7,0.839,0,0,0.757,139505685.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.229,77.2,0.0,69.6,82.9,False,1
True,16,True,0.886,True,False,0.0,False,True,False,0.829,10.8,0.849,2,0.869,1,28,0.95,77224176.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,86.2,0.0,81.1,95.7,False,1
True,18,True,0.887,False,True,0.886,False,True,False,0.655,13.5,0.75,1,0.923,1,44,0.822,17318558.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.168,83.0,0.0,85.0,85.0,False,1
True,16,True,0.89,False,False,0.0,False,True,False,0.57,12.6,0.741,6,0.849,1,1,0.908,69571921.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,83.0,0.0,81.2,95.5,False,0
True,14,True,0.765,False,False,0.0,False,True,True,0.714,9.5,0.78,2,0.935,0,0,0.938,64623918.0,False,True,False,0,0.0,False,False,1,False,False,0,0,2,0.203,92.0,28.0,71.9,82.3,False,0
True,5,False,0.876,False,False,0.0,False,True,False,0.679,6.9,0.868,4,0.773,4,41,0.424,10958542.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.158,50.5,0.0,55.2,64.4,True,0
True,6,False,0.86,False,True,0.879,False,True,False,0.772,6.6,0.55,5,0.793,3,5,0.815,103715189.0,False,True,False,0,0.0,True,True,0,False,False,0,0,0,0.0,71.7,15.0,51.4,80.2,True,0
True,16,True,0.772,False,False,0.0,False,False,False,0.697,16.1,0.714,5,0.714,2,43,0.458,56858134.0,False,True,True,1,10205018.0,False,False,0,False,False,0,0,3,0.26,52.2,25.0,68.2,76.7,False,0
True,14,True,0.768,True,True,0.825,False,True,False,0.788,8.6,0.679,4,0.961,0,0,0.842,109321982.0,False,True,False,0,0.0,True,True,0,False,False,0,0,2,0.118,89.3,15.0,79.4,85.3,False,1
True,18,True,0.936,True,False,0.0,False,True,True,0.774,9.6,0.949,0,0.864,1,2,0.778,44901747.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,78.4,0.0,86.8,94.8,False,1
True,12,False,0.877,False,False,0.0,False,True,True,0.775,6.8,0.841,5,0.835,0,0,0.587,237344057.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.27,71.2,0.0,50.6,86.8,True,0
True,13,True,0.467,False,True,0.822,False,True,True,0.772,11.3,0.68,6,0.95,0,0,0.924,132361194.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.187,91.9,0.0,69.0,79.9,False,1
True,16,True,0.849,False,False,0.0,False,True,False,0.796,16.3,0.586,7,0.884,2,18,0.688,164119298.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.022,71.9,0.0,67.5,84.4,False,0
True,17,True,0.883,False,True,0.754,False,True,False,0.69,12.1,0.866,2,0.985,0,0,1.0,131890788.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.089,97.1,0.0,89.2,86.3,False,1
True,5,True,0.893,False,False,0.0,False,False,False,0.342,15.3,0.876,0,0.893,1,30,0.843,23659214.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.096,82.0,0.0,84.1,63.3,False,0
True,4,True,0.744,False,False,0.0,False,False,False,0.545,16.1,0.92,1,0.893,2,43,0.557,13934258.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.307,66.5,0.0,84.4,57.1,False,0
True,6,True,0.781,False,True,0.822,False,True,False,0.694,12.9,0.892,2,0.922,1,31,0.948,484491791.0,False,True,False,0,0.0,False,False,1,False,False,0,0,1,0.191,88.7,28.0,87.0,74.0,False,1
True,5,False,0.876,False,False,0.054,False,True,False,0.905,8.4,0.816,1,0.801,2,5,0.583,8301641.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.099,63.9,0.0,59.5,65.4,True,0
True,16,True,0.89,True,True,0.743,False,False,False,0.513,31.4,0.743,0,0.754,1,2,0.808,34445535.0,True,False,False,0,0.0,False,False,1,False,False,0,0,2,0.244,70.1,28.0,86.2,80.2,False,1
True,16,True,0.645,False,True,0.888,False,False,False,0.663,15.9,0.854,3,0.795,2,36,0.869,29135749.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.286,75.2,0.0,81.0,78.9,False,0
True,11,True,0.617,False,True,0.811,False,False,False,0.692,10.5,0.818,3,0.695,2,36,0.722,26927393.0,True,False,False,0,0.0,False,False,1,False,False,0,0,0,0.0,63.9,28.0,80.1,93.9,False,1
True,16,True,0.875,False,False,0.0,False,True,False,0.83,7.7,0.71,1,0.814,1,30,0.731,138236219.0,False,True,True,3,37713670.0,False,False,1,True,False,0,0,3,0.483,73.9,53.0,83.1,72.6,False,0
True,15,True,0.954,False,False,0.046,False,True,False,0.962,24.8,0.962,0,0.966,0,0,0.902,12909476.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.07,89.6,0.0,83.8,82.9,False,1
True,9,True,0.941,False,True,0.797,False,True,False,0.586,10.0,0.795,1,0.954,1,44,0.875,78599444.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.112,87.6,0.0,88.6,84.9,False,1
True,12,True,0.732,False,True,0.863,False,False,False,0.434,15.3,0.723,7,1.0,0,0,0.795,49101049.0,False,True,False,0,0.0,True,False,1,False,False,0,0,1,0.246,88.2,53.0,77.2,84.8,False,0
True,19,True,0.932,False,True,0.914,False,True,False,0.902,2.8,0.803,3,0.833,1,17,0.585,223026929.0,False,True,False,0,0.0,False,False,2,True,True,2,398,3,0.099,69.2,66.0,83.3,83.0,False,1
True,15,True,0.667,False,True,0.798,False,True,True,0.84,17.6,0.64,5,0.929,1,1,0.613,16597086.0,True,False,False,0,0.0,True,False,0,False,False,0,0,1,0.314,73.2,25.0,73.7,81.2,False,0
True,17,False,0.833,False,True,0.856,False,True,False,0.677,24.8,0.796,3,0.842,0,0,0.788,27800470.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.507,77.6,0.0,60.7,77.3,True,0
True,0,True,0.976,False,True,0.992,True,True,False,0.766,10.2,0.959,1,0.967,1,16,0.961,33586809.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,92.2,0.0,89.3,54.3,False,1
True,17,True,0.685,False,True,0.706,False,True,False,1.0,9.1,0.819,6,0.702,5,37,0.74,9236634.0,True,False,False,0,0.0,True,True,0,False,False,0,0,2,0.155,57.9,15.0,77.9,80.2,False,0
True,7,True,0.944,True,True,0.907,False,True,False,0.715,14.0,0.847,2,0.879,1,26,0.86,11471913.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.147,82.2,0.0,87.0,64.8,False,0
False,16,True,0.498,True,True,0.609,False,True,True,0.721,9.1,0.703,5,0.8,2,37,0.556,57879536.0,False,True,False,0,0.0,False,False,2,False,False,0,0,0,0.0,62.5,36.0,65.5,95.2,True,0
True,6,True,0.893,False,True,0.992,True,True,True,0.941,7.1,0.574,6,0.89,1,9,0.837,8540791.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.048,82.9,0.0,78.1,66.8,False,1
True,13,True,0.817,False,True,0.963,True,True,False,0.794,12.5,0.803,3,0.827,1,24,0.961,51129785.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.023,84.1,0.0,80.0,90.4,False,1
True,0,True,0.391,True,True,0.96,True,True,True,0.922,9.3,0.836,5,0.753,1,31,0.614,54606386.0,False,True,False,0,0.0,True,False,0,False,False,0,0,3,0.106,65.0,25.0,74.5,40.4,False,0
True,1,True,0.829,True,False,0.0,False,True,False,0.721,17.1,0.759,5,0.982,0,0,0.911,16003063.0,True,False,False,0,0.0,False,False,1,True,False,0,0,2,0.271,92.2,28.0,77.7,42.2,False,0
True,2,True,0.654,False,False,0.017,False,True,False,0.881,16.5,0.826,4,0.819,1,3,0.635,16739152.0,True,False,False,0,0.0,False,False,2,False,False,0,0,2,0.142,68.4,36.0,77.4,49.5,False,0
True,7,True,0.935,False,True,0.8,False,True,False,0.922,6.8,0.88,5,1.0,0,0,0.974,74485546.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.169,97.7,0.0,88.2,67.4,False,0
True,14,True,0.765,False,False,0.0,False,True,True,0.616,11.9,0.869,4,0.664,0,0,0.765,168999324.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.142,68.9,0.0,76.5,85.5,False,1
True,8,True,0.959,False,True,0.963,True,True,False,0.924,8.3,0.823,4,0.876,0,0,0.638,8471888.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.353,75.5,0.0,84.8,63.1,False,0
True,12,True,0.933,False,True,0.823,False,True,True,1.0,5.3,0.676,3,0.802,2,5,0.914,84493624.0,False,True,True,3,44590075.0,False,False,0,False,False,0,0,1,0.162,79.3,25.0,81.9,87.8,False,0
True,8,True,0.773,False,True,0.871,False,True,False,0.933,8.2,0.75,5,0.73,0,0,0.681,202952589.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.235,69.4,0.0,80.1,71.4,False,1
True,13,True,0.622,True,True,0.908,False,True,False,0.881,5.6,0.828,2,0.869,0,0,0.756,305641614.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.239,80.9,0.0,79.2,88.0,False,1
True,12,True,0.695,True,True,0.852,False,False,False,0.586,15.2,0.71,5,0.718,4,30,0.773,164223055.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.17,61.7,0.0,75.2,80.7,False,1
False,12,True,0.901,True,True,0.941,False,True,False,0.803,11.6,0.775,2,0.911,0,0,0.904,110912519.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.061,88.8,0.0,78.6,86.8,True,0
True,12,False,0.751,False,False,0.038,False,True,False,0.743,14.3,0.774,3,0.804,1,33,0.566,30407579.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.217,64.8,0.0,43.2,76.7,True,0
True,16,True,0.731,False,True,0.924,False,True,False,0.856,4.6,0.848,1,0.884,1,44,0.684,7524002.0,True,False,False,0,0.0,False,False,1,False,False,0,0,2,0.38,76.1,28.0,85.2,74.2,False,1
True,15,True,0.858,False,True,0.877,False,False,False,0.563,21.0,0.845,5,0.863,1,10,0.853,144077773.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.076,79.8,0.0,80.5,90.8,False,1
True,8,True,0.617,True,False,0.0,False,False,False,0.501,12.7,0.887,1,0.907,1,32,0.906,22762330.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.122,86.0,0.0,76.5,74.6,False,1
True,9,True,0.658,False,True,0.708,False,True,False,0.851,4.9,0.765,5,0.774,0,0,0.778,34987558.0,False,True,True,1,7593580.0,True,True,0,False,False,0,0,1,0.023,76.8,40.0,71.0,85.8,False,0
True,3,False,0.843,False,True,0.961,True,True,True,0.824,12.9,0.925,1,0.825,0,0,0.807,24247254.0,True,False,True,3,30541913.0,False,False,1,False,False,0,0,1,0.331,79.6,53.0,67.9,53.4,True,0
True,7,True,0.972,False,True,0.815,False,True,False,0.689,12.5,0.824,3,0.651,1,38,0.956,111909487.0,False,True,True,1,13947797.0,False,False,0,False,False,0,0,2,0.203,74.2,25.0,83.6,71.2,False,0
True,7,True,0.774,True,False,0.0,False,True,False,0.676,8.6,0.477,10,0.805,1,29,0.739,32076012.0,True,False,False,0,0.0,True,True,1,True,False,0,0,0,0.0,73.6,43.0,52.3,82.2,False,0
True,11,True,0.977,False,False,0.0,False,True,False,0.938,6.6,0.784,2,0.932,0,0,0.948,46718046.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,92.8,0.0,83.1,94.8,False,0
True,12,True,0.88,False,True,0.746,False,True,True,0.922,9.3,0.86,1,0.992,0,0,0.905,28592130.0,True,False,False,0,0.0,True,False,0,False,False,0,0,0,0.0,93.7,25.0,88.5,94.0,False,1
True,15,True,0.637,True,True,0.929,False,True,True,0.939,17.5,0.864,5,0.81,3,33,0.934,21711470.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.157,76.2,0.0,77.9,81.6,False,1
True,2,True,0.934,True,False,0.048,False,True,False,0.868,10.9,0.873,0,0.977,0,0,0.922,62285530.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,93.4,0.0,89.1,63.3,False,0
True,10,True,0.961,False,False,0.0,False,True,False,0.679,13.9,0.889,1,0.991,0,0,0.668,341850333.0,False,True,False,0,0.0,True,True,0,False,False,0,0,1,0.151,82.3,15.0,88.4,90.4,False,0
True,4,True,0.955,True,False,0.0,False,False,False,0.604,19.9,0.793,4,1.0,0,0,0.959,51895608.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.354,94.8,0.0,75.4,58.2,False,1
True,10,True,0.87,False,False,0.0,False,False,False,0.519,15.3,0.747,5,0.997,0,0,0.882,27052798.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.394,92.0,0.0,75.3,80.0,False,1
True,3,True,0.753,True,True,0.706,False,False,False,0.13,25.5,0.647,5,0.746,2,9,0.796,9101908.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.358,67.6,0.0,72.7,51.1,False,0
True,2,True,0.599,False,True,0.809,False,True,True,0.795,16.7,0.848,3,0.942,0,0,0.877,48813980.0,True,False,False,0,0.0,False,False,1,False,False,0,0,3,0.175,88.5,28.0,78.9,46.5,False,1
True,14,True,0.794,False,False,0.072,False,True,True,0.822,11.3,0.726,7,0.883,2,10,0.548,47811703.0,True,False,False,0,0.0,True,True,0,False,False,0,0,1,0.172,66.3,15.0,77.8,86.6,False,0
True,0,True,0.811,False,True,0.818,False,False,False,0.677,14.5,0.718,9,0.902,0,0,0.638,19065602.0,True,False,False,0,0.0,True,True,1,False,False,0,0,1,0.216,75.9,43.0,79.1,43.9,False,0
True,19,True,0.899,True,False,0.0,False,True,False,0.703,9.1,0.761,4,0.712,3,30,0.909,44931381.0,False,True,False,0,0.0,False,False,2,True,False,0,0,1,0.282,71.1,36.0,78.7,83.7,False,1
True,16,True,0.981,False,False,0.111,False,True,False,0.844,13.7,0.763,5,0.979,0,0,0.95,72620997.0,True,True,False,0,0.0,False,False,0,False,False,0,0,1,0.171,94.3,0.0,77.2,87.3,False,0
True,15,True,0.957,False,True,0.943,False,False,False,0.682,8.7,0.886,1,0.843,0,0,0.881,51550446.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.082,84.5,0.0,87.0,80.9,False,1
True,3,True,0.827,False,False,0.01,False,False,False,0.563,11.9,0.892,0,0.915,2,15,1.0,19989528.0,True,False,False,0,0.0,False,False,1,False,False,0,0,0,0.0,88.4,28.0,82.7,65.4,False,0
True,8,True,0.554,False,True,0.784,False,True,True,0.784,16.6,0.725,7,0.613,2,42,0.893,12103973.0,True,False,True,1,13096356.0,False,False,1,True,False,0,0,0,0.0,66.1,53.0,57.2,84.5,False,0
True,5,True,0.958,False,True,0.773,False,True,False,0.541,14.6,0.858,1,0.856,0,0,0.814,50576435.0,False,True,True,1,11200668.0,False,False,1,False,False,0,0,1,0.265,81.2,53.0,78.9,64.3,False,0
True,3,True,0.541,False,True,0.938,False,True,False,0.897,4.3,0.908,1,0.725,0,0,0.665,95640792.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.179,69.0,0.0,81.5,51.6,False,1
True,7,True,0.952,True,True,0.864,False,False,False,0.6,16.5,0.841,2,0.893,0,0,0.657,33670758.0,True,False,False,0,0.0,False,False,1,True,False,0,0,2,0.118,75.9,28.0,79.4,71.3,False,1
True,12,True,0.853,True,False,0.017,False,True,False,0.958,19.4,0.899,2,0.876,0,0,0.609,8437000.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.28,72.3,0.0,78.2,72.9,False,1
True,17,True,0.938,False,True,0.896,False,True,False,0.844,9.6,0.845,2,0.905,0,0,0.94,26245285.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.5,0.0,91.6,93.9,False,1
True,8,True,0.874,False,True,0.877,False,True,False,0.987,3.0,0.857,2,0.894,1,11,0.991,34896805.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.7,0.0,86.0,86.3,False,1
True,14,True,0.842,False,True,0.836,False,True,False,0.786,7.6,0.919,1,0.838,0,0,0.582,71275197.0,False,True,False,0,0.0,False,False,3,True,False,0,0,3,0.142,71.0,44.0,81.5,80.0,False,0
True,0,True,0.666,False,True,0.935,False,False,False,0.622,11.3,0.838,2,0.912,1,32,0.919,11128910.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.6,87.1,0.0,80.7,33.4,False,1
True,12,True,0.792,False,True,0.739,False,True,False,1.0,10.4,0.787,7,0.84,1,6,0.841,13927986.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,79.8,0.0,73.5,92.8,False,0
True,5,True,0.882,True,False,0.0,False,True,False,0.772,14.5,0.815,2,0.998,0,0,0.799,74274816.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.232,88.4,0.0,76.1,57.8,False,1
